단일/복합,DUR성분명,DUR유형,제형,금기 또는 주의내용,비고
단일,이오메프롤 - 메트포르민,병용금기,,,
단일,이오베르솔 - 메트포르민,병용금기,,,
단일,이오베르솔 - 메트포르민,병용금기,,,
단일,이오베르솔 - 메트포르민,병용금기,,,
단일,이오베르솔 - 메트포르민,병용금기,,,
단일,이오베르솔 - 메트포르민,병용금기,,,
단일,이오베르솔 - 메트포르민,병용금기,,,
단일,이오베르솔 - 메트포르민,병용금기,,,
단일,이오베르솔 - 메트포르민,병용금기,,,
단일,이오베르솔 - 메트포르민,병용금기,,,
단일,이오베르솔 - 메트포르민,병용금기,,,
단일,이오베르솔 - 메트포르민,병용금기,,,
단일,이오베르솔 - 메트포르민,병용금기,,,
단일,이오베르솔 - 메트포르민,병용금기,,,
단일,이오베르솔 - 메트포르민,병용금기,,,
단일,이오베르솔 - 메트포르민,병용금기,,,
단일,이오비트리돌 - 메트포르민,병용금기,,,
단일,이오비트리돌 - 메트포르민,병용금기,,,
단일,이오비트리돌 - 메트포르민,병용금기,,,
단일,이오비트리돌 - 메트포르민,병용금기,,,
단일,이오비트리돌 - 메트포르민,병용금기,,,
단일,이오비트리돌 - 메트포르민,병용금기,,,
단일,이오비트리돌 - 메트포르민,병용금기,,,
단일,이오비트리돌 - 메트포르민,병용금기,,,
단일,이오비트리돌 - 메트포르민,병용금기,,,
단일,이오비트리돌 - 메트포르민,병용금기,,,
단일,이오비트리돌 - 메트포르민,병용금기,,,
단일,이오비트리돌 - 메트포르민,병용금기,,,
단일,이오비트리돌 - 메트포르민,병용금기,,,
단일,이오비트리돌 - 메트포르민,병용금기,,,
단일,이오비트리돌 - 메트포르민,병용금기,,,
단일,이오파미돌 - 메트포르민,병용금기,,,
단일,이오파미돌 - 메트포르민,병용금기,,,
단일,이오파미돌 - 메트포르민,병용금기,,,
단일,이오파미돌 - 메트포르민,병용금기,,,
단일,이오파미돌 - 메트포르민,병용금기,,,
단일,이오파미돌 - 메트포르민,병용금기,,,
단일,이오파미돌 - 메트포르민,병용금기,,,
단일,이오파미돌 - 메트포르민,병용금기,,,
단일,이오파미돌 - 메트포르민,병용금기,,,
단일,이오파미돌 - 메트포르민,병용금기,,,
단일,이오파미돌 - 메트포르민,병용금기,,,
단일,이오파미돌 - 메트포르민,병용금기,,,
단일,이오파미돌 - 메트포르민,병용금기,,,
단일,이오파미돌 - 메트포르민,병용금기,,,
단일,이오파미돌 - 메트포르민,병용금기,,,
단일,이오프로마이드 - 메트포르민,병용금기,,,
단일,이오프로마이드 - 메트포르민,병용금기,,,
단일,이오프로마이드 - 메트포르민,병용금기,,,
단일,이오프로마이드 - 메트포르민,병용금기,,,
단일,이오프로마이드 - 메트포르민,병용금기,,,
단일,이오프로마이드 - 메트포르민,병용금기,,,
단일,이오프로마이드 - 메트포르민,병용금기,,,
단일,이오프로마이드 - 메트포르민,병용금기,,,
단일,이오프로마이드 - 메트포르민,병용금기,,,
단일,이오프로마이드 - 메트포르민,병용금기,,,
단일,이오프로마이드 - 메트포르민,병용금기,,,
단일,이오프로마이드 - 메트포르민,병용금기,,,
단일,이오프로마이드 - 메트포르민,병용금기,,,
단일,이오프로마이드 - 메트포르민,병용금기,,,
단일,이오프로마이드 - 메트포르민,병용금기,,,
단일,이오헥솔 - 메트포르민,병용금기,,,
단일,이오헥솔 - 메트포르민,병용금기,,,
단일,이오헥솔 - 메트포르민,병용금기,,,
단일,이오헥솔 - 메트포르민,병용금기,,,
단일,이오헥솔 - 메트포르민,병용금기,,,
단일,이오헥솔 - 메트포르민,병용금기,,,
단일,이오헥솔 - 메트포르민,병용금기,,,
단일,이오헥솔 - 메트포르민,병용금기,,,
단일,이오헥솔 - 메트포르민,병용금기,,,
단일,이오헥솔 - 메트포르민,병용금기,,,
단일,이오헥솔 - 메트포르민,병용금기,,,
단일,이오헥솔 - 메트포르민,병용금기,,,
단일,이오헥솔 - 메트포르민,병용금기,,,
단일,이오헥솔 - 메트포르민,병용금기,,,
단일,이오헥솔 - 메트포르민,병용금기,,,
단일,피타바스타틴 - 사이클로스포린,병용금기,,,
단일,날록손,임부금기,"용액주사제,용액용분말주사제,용액용동결건조분말주사제,서방성현탁액용분말주사제,서방성현탁액용동결건조분말주사제,리포좀화현탁액용동결건조분말주사제,현탁액주사제",2등급,
단일,도베실산칼슘,임부금기,정제,2등급,
단일,도파민,임부금기,용액주사제,2등급,
단일,라스부리카제,임부금기,용액용동결건조분말주사제,2등급,
단일,레보드로프로피진,임부금기,"정제,서방정,서방성필름코팅정,서방성당의정,서방성다층정,서방성장용필름코팅정,캡슐,경질캡슐제, 산제,경질캡슐제, 과립제,경질캡슐제, 정제,경질캡슐제, 과립제정제,과립,시럽",2등급,
단일,미그리톨,임부금기,정제,2등급,
단일,미도드린,임부금기,정제,2등급,
단일,밀리논,임부금기,용액주사제,2등급,
단일,밤부테롤,임부금기,"정제,액상시럽제",2등급,
단일,살부타몰,임부금기,"정제,서방정,서방성필름코팅정,서방성당의정,서방성다층정,서방성장용필름코팅정",2등급,
단일,세벨라머,임부금기,"정제,산제",2등급,
단일,슈도에페드린,임부금기,"정제,액제",2등급,
단일,스트렙토키나제,임부금기,"용액용분말주사제,용액용동결건조분말주사제,용액주사제,서방성현탁액용분말주사제,현탁액용동결건조분말주사제,서방성현탁액용동결건조분말주사제,리포좀화현탁액용동결건조분말주사제,현탁액주사제",2등급,
단일,스트렙토키나제/스트렙토도르나제,임부금기,정제,2등급,
단일,아가트로반,임부금기,용액주사제,2등급,
단일,알글루코시다제 알파,임부금기,용액용동결건조분말주사제,2등급,
단일,알테플라제,임부금기,"용액용동결건조분말주사제,용액주사제,용액용분말주사제,서방성현탁액용분말주사제,현탁액용동결건조분말주사제,서방성현탁액용동결건조분말주사제,리포좀화현탁액용동결건조분말주사제,현탁액주사제",2등급,
단일,에스암로디핀,임부금기,정제,2등급,
단일,유로키나제,임부금기,"용액용분말주사제,용액용동결건조분말주사제,용액주사제,서방성현탁액용분말주사제,현탁액용동결건조분말주사제,서방성현탁액용동결건조분말주사제,리포좀화현탁액용동결건조분말주사제,현탁액주사제",2등급,
단일,이부딜라스트,임부금기,"정제,캡슐",2등급,
단일,이소프로테레놀,임부금기,"용액주사제,용액용분말주사제,용액용동결건조분말주사제,서방성현탁액용분말주사제,현탁액용동결건조분말주사제,서방성현탁액용동결건조분말주사제,리포좀화현탁액용동결건조분말주사제,현탁액주사제",2등급,
단일,클렌부테롤,임부금기,시럽,2등급,
단일,탄산란탄,임부금기,"정제,산제",2등급,
단일,테넥테플라제,임부금기,"용액용동결건조분말주사제,용액주사제,용액용분말주사제,서방성현탁액용분말주사제,현탁액용동결건조분말주사제,서방성현탁액용동결건조분말주사제,리포좀화현탁액용동결건조분말주사제,현탁액주사제",2등급,
단일,테오필린,임부금기,"서방정,서방성필름코팅정,서방성당의정,서방성다층정,서방성장용필름코팅정,캡슐,서방성캡슐제, 펠렛,서방성캡슐제, 정제펠렛,경질캡슐제, 서방성장용성펠렛,시럽,건조시럽제, 산제,건조시럽용 과립제",2등급,
단일,티오트로피움,임부금기,"정량흡입제, 분말제,정량흡입제, 현탁액제,정량흡입제, 용액제,흡입제, 미분류",2등급,
단일,페노테롤,임부금기,정제,2등급,
단일,펜톡시필린,임부금기,"서방정,서방성필름코팅정,서방성당의정,서방성다층정,서방성장용필름코팅정,용액주사제",2등급,
단일,포르모테롤,임부금기,"정제,건조시럽용 과립제,건조시럽제, 산제,시럽",2등급,
단일,프로카테롤,임부금기,"정제,정량흡입제, 분말제",2등급,
단일,프로티렐린,임부금기,용액주사제,2등급,
단일,피르페니돈,임부금기,정제,2등급,
단일,라듐-223염화물 - 아비라테론,병용금기,,,
단일,로카세린 - 마진돌,병용금기,,,
단일,로카세린 - 디에틸프로피온,병용금기,,,
단일,로카세린 - 펜디메트라진타르타르산염,병용금기,,,
단일,로카세린 - 펜터민,병용금기,,,
단일,보리코나졸 - 세인트존스워트,병용금기,,,
단일,보리코나졸 - 리파부틴,병용금기,,,
단일,보리코나졸 - 페노바르비탈,병용금기,,,
단일,보리코나졸 - 시롤리무스,병용금기,,,
복합,부프로피온염산염/날트렉손 - 마진돌,병용금기,,,
복합,부프로피온염산염/날트렉손 - 디에틸프로피온,병용금기,,,
복합,부프로피온염산염/날트렉손 - 로카세린,병용금기,,,
복합,부프로피온염산염/날트렉손 - 펜디메트라진타르타르산염,병용금기,,,
복합,부프로피온염산염/날트렉손 - 펜터민,병용금기,,,
단일,이트라코나졸 - 미졸라스틴,병용금기,,,
단일,이트라코나졸 - 이리노테칸,병용금기,,,
단일,이트라코나졸 - 드로네다론,병용금기,,,
단일,이트라코나졸 - 레르카니디핀,병용금기,,,
단일,이트라코나졸 - 다폭세틴,병용금기,,,
단일,이트라코나졸 - 펠로디핀,병용금기,,,
복합,코비시스타트/엘비테그라비르/엠트리시타빈/테노포비르 - 알푸조신,병용금기,,,
복합,코비시스타트/엘비테그라비르/엠트리시타빈/테노포비르 - 페니토인,병용금기,,,
복합,코비시스타트/엘비테그라비르/엠트리시타빈/테노포비르 - 실데나필,병용금기,,,
복합,코비시스타트/엘비테그라비르/엠트리시타빈/테노포비르 - 메틸에르고메트린,병용금기,,,
복합,코비시스타트/엘비테그라비르/엠트리시타빈/테노포비르 - 타다라필,병용금기,,,
복합,코비시스타트/엘비테그라비르/엠트리시타빈/테노포비르 - 아미오다론,병용금기,,,
복합,코비시스타트/엘비테그라비르/엠트리시타빈/테노포비르 - 블로난세린,병용금기,,,
복합,코비시스타트/엘비테그라비르/엠트리시타빈/테노포비르 - 디히드로에르고타민,병용금기,,,
복합,코비시스타트/엘비테그라비르/엠트리시타빈/테노포비르 - 로바스타틴,병용금기,,,
복합,코비시스타트/엘비테그라비르/엠트리시타빈/테노포비르 - 카르바마제핀,병용금기,,,
복합,코비시스타트/엘비테그라비르/엠트리시타빈/테노포비르 - 리팜피신,병용금기,,,
복합,코비시스타트/엘비테그라비르/엠트리시타빈/테노포비르 - 트리아졸람,병용금기,,,
복합,코비시스타트/엘비테그라비르/엠트리시타빈/테노포비르 - 포스페니토인,병용금기,,,
복합,코비시스타트/엘비테그라비르/엠트리시타빈/테노포비르 - 심바스타틴,병용금기,,,
복합,코비시스타트/엘비테그라비르/엠트리시타빈/테노포비르 - 리파부틴,병용금기,,,
복합,코비시스타트/엘비테그라비르/엠트리시타빈/테노포비르 - 세인트존스워트,병용금기,,,
복합,코비시스타트/엘비테그라비르/엠트리시타빈/테노포비르 - 에르고타민,병용금기,,,
복합,코비시스타트/엘비테그라비르/엠트리시타빈/테노포비르 - 페노바르비탈,병용금기,,,
단일,포사코나졸 - 아토르바스타틴,병용금기,,,
단일,플루코나졸 - 에리트로마이신,병용금기,,,
단일,할로페리돌 - 페르페나진,병용금기,,,
단일,할로페리돌 - 레보도파,병용금기,,,
단일,할로페리돌 - 레보도파,병용금기,,,
단일,할로페리돌 - 레보도파,병용금기,,,
단일,할로페리돌 - 피모지드,병용금기,,,
단일,할로페리돌 - 반데타닙,병용금기,,,
단일,할로페리돌 - 시탈로프람,병용금기,,,
단일,할로페리돌 - 소타롤,병용금기,,,
단일,할로페리돌 - 레보메프로마진,병용금기,,,
단일,할로페리돌 - 펜타미딘,병용금기,,,
단일,할로페리돌 - 토레미펜,병용금기,,,
단일,할로페리돌 - 아미오다론,병용금기,,,
단일,할로페리돌 - 클래리트로마이신,병용금기,,,
단일,할로페리돌 - 에리트로마이신,병용금기,,,
단일,할로페리돌 - 클로르프로마진,병용금기,,,
단일,할로페리돌 - 지프라시돈,병용금기,,,
단일,할로페리돌 - 돌라세트론,병용금기,,,
단일,할로페리돌 - 에스시탈로프람,병용금기,,,
단일,할로페리돌 - 목시플록사신,병용금기,,,
단일,할로페리돌 - 드로네다론,병용금기,,,
단일,할로페리돌 - 아지트로마이신,병용금기,,,
단일,할로페리돌 - 레보플록사신,병용금기,,,
단일,브리모니딘,특정연령대금기,피부용겔제,18세 미만,
단일,펜타닐,특정연령대금기,"설하정,박칼정,트로키제,정량액상분무제,첩포",18세 미만,
단일,펜타닐,특정연령대금기,"설하정,박칼정,트로키제,정량액상분무제",18세 미만,
단일,가바펜틴,임부금기,"캡슐,정제",2등급,
단일,갈란타민,임부금기,"정제,캡슐",2등급,
단일,날푸라핀염산염,임부금기,캡슐,2등급,
단일,데스플루란,임부금기,"흡입제, 미분류",2등급,
단일,델라마니드,임부금기,정제,2등급,
단일,도네페질,임부금기,정제,2등급,
단일,독세핀,임부금기,정제,2등급,
복합,돌루테그라비르/릴피비린,임부금기,정제,2등급,
단일,돌루테그라비르,임부금기,정제,2등급,
복합,디히드로코데인/메틸에페드린/염화암모늄/클로르페니라민,임부금기,"정제,액상시럽제",2등급,
복합,디히드로코데인/메틸에페드린/구아이페네신/클로르페니라민,임부금기,"정제,액상시럽제",2등급,
단일,디히드로코데인,임부금기,정제,2등급,
복합,디히드로코데인/메틸에페드린/카페인무수물/클로르페니라민,임부금기,"정제,액상시럽제",2등급,
복합,라미부딘/지도부딘,임부금기,정제,2등급,
복합,라미부딘/테노포비르,임부금기,정제,2등급,
복합,라미부딘/돌루테그라비르/테노포비르,임부금기,정제,2등급,
단일,라미부딘,임부금기,정제,2등급,
단일,레미펜타닐,임부금기,"용액용분말주사제,용액용동결건조분말주사제",2등급,
단일,루피나미드,임부금기,정제,2등급,
단일,리바스티그민,임부금기,"캡슐,경피흡수제,서방성경피흡수제",2등급,
단일,리팜피신,임부금기,"정제,캡슐",2등급,
복합,리팜피신/이소니아지드/피라진아미드,임부금기,정제,2등급,
복합,리팜피신/이소니아지드,임부금기,"정제,캡슐",2등급,
복합,리팜피신/피라진아미드/이소니아지드/에탐부톨,임부금기,정제,2등급,
단일,메만틴,임부금기,"정제,경구용액제",2등급,
단일,메틸페니데이트,임부금기,"정제,캡슐",2등급,
단일,미카펑긴,임부금기,용액용동결건조분말주사제,2등급,
복합,설파메톡사졸/트리메토프림,임부금기,"정제,용액주사제,액상시럽제",2등급,
단일,수펜타닐,임부금기,용액주사제,2등급,
단일,시클로세린,임부금기,캡슐,2등급,
단일,아데포비어디피복실,임부금기,정제,2등급,
복합,아토바쿠온/프로구아닐,임부금기,정제,2등급,
단일,알펜타닐,임부금기,용액주사제,2등급,
단일,에탐부톨,임부금기,정제,2등급,
단일,에토미데이트,임부금기,유화주사제,2등급,
단일,엔테카비르,임부금기,"정제,액상시럽제",2등급,
복합,옥시코돈/날록손,임부금기,정제,2등급,
단일,옥시코돈,임부금기,"정제,용액주사제",2등급,
복합,옥시코돈/아세트아미노펜,임부금기,정제,2등급,
단일,이소니아지드,임부금기,정제,2등급,
복합,이소프로필안티피린/아세트아미노펜/카페인무수물,임부금기,정제,2등급,
복합,이소프로필안티피린/아세트아미노펜/카페인/만델산벤질,임부금기,정제,2등급,
단일,졸피뎀타르타르산염,임부금기,정제,2등급,
단일,카스포펀진,임부금기,용액용동결건조분말주사제,2등급,
단일,케타민,임부금기,용액주사제,2등급,
복합,코비시스타트/엘비테그라비르/엠트리시타빈/테노포비르,임부금기,정제,2등급,
단일,쿠아제팜,임부금기,정제,2등급,
단일,클린다마이신,임부금기,"정제,피부액제,피부용겔제,용액주사제",2등급,
단일,티오펜탈,임부금기,"용액용분말주사제,용액용동결건조분말주사제",2등급,
단일,팜프리딘,임부금기,정제,2등급,
단일,포사코나졸,임부금기,"정제,경구용현탁액제,용액주사제",2등급,
단일,피라진아미드,임부금기,정제,2등급,
단일,히드로모르폰,임부금기,"용액주사제,정제",2등급,
복합,히드로코돈/아세트아미노펜,임부금기,정제,2등급,
단일,디에틸프로피온,용량주의,정제,디에틸프로피온염산염 75밀리그램,디에틸프로피온염산염 75밀리그램
단일,라모세트론염산염,용량주의,정제,(남성)라모세트론염산염 10마이크로그램,(남성)라모세트론염산염 10마이크로그램
단일,로카세린,용량주의,정제,로카세린 20밀리그램,로카세린 20밀리그램
단일,리스페리돈,용량주의,서방성현탁액용분말주사제,리스페리돈 50밀리그램,리스페리돈 50밀리그램
복합,부프로피온염산염/날트렉손,용량주의,서방성필름코팅정,부프로피온염산염 360밀리그램/날트렉손염산염 32밀리그램,부프로피온염산염 360밀리그램/날트렉손염산염 32밀리그램
단일,비가바트린,용량주의,정제,비가바트린 3그램,비가바트린 3그램
단일,시메티딘,용량주의,용액주사제,시메티딘 2그램,시메티딘 2그램
복합,카르비도파/레보도파,용량주의,정제,"레보도파 1,500밀리그램","레보도파 1,500밀리그램"
복합,카르비도파/레보도파,용량주의,장관용겔,"레보도파 2,000밀리그램","레보도파 2,000밀리그램"
단일,펜터민,용량주의,"정제,캡슐,서방성캡슐제, 펠렛",37.5밀리그램,37.5밀리그램
단일,디에틸프로피온,투여기간주의,정제,28일,
단일,마진돌,투여기간주의,정제,28일,
복합,슈도에페드린/레보세티리진,투여기간주의,정제,21일,
단일,펜디메트라진타르타르산염,투여기간주의,정제,28일,
단일,펜터민,투여기간주의,"정제,경질캡슐제, 산제,서방성캡슐제, 펠렛",28일,
단일,날푸라핀염산염,용량주의,캡슐,날푸라핀염산염 5마이크로그램,날푸라핀염산염 5마이크로그램
단일,니코틴,용량주의,트로키제,니코틴 50밀리그램,니코틴 50밀리그램
단일,니코틴,용량주의,껌제,니코틴 60밀리그램,니코틴 60밀리그램
단일,니코틴,용량주의,구강붕해필름,니코틴 37.5밀리그램,니코틴 37.5밀리그램
단일,닐로티닙,용량주의,캡슐,닐로티닙 800밀리그램,닐로티닙 800밀리그램
단일,다폭세틴,용량주의,정제,다폭세틴 60밀리그램,다폭세틴 60밀리그램
단일,달테파린,용량주의,용액주사제,비고 참고아이.유,비고 참고아이.유
복합,덱스케토프로펜/트라마돌염산염,용량주의,필름코팅정,덱스케토프로펜 75밀리그램/트라마돌염산염 225밀리그램,덱스케토프로펜 75밀리그램/트라마돌염산염 225밀리그램
단일,덱스케토프로펜,용량주의,용액주사제,덱스케토프로펜 150밀리그램,덱스케토프로펜 150밀리그램
단일,디노프로스톤,용량주의,"질정,질좌제, 서방성",디노프로스톤 6밀리그램,디노프로스톤 6밀리그램
복합,디멘히드리네이트/디멘히드리네이트/카페인무수물/클로르페니라민말레산염/니코틴산아미드/피리독신염산염/스코폴라민브롬화수소산염수화물,용량주의,액제,디멘히드리네이트 66밀리그램,디멘히드리네이트 66밀리그램
단일,디멘히드리네이트,용량주의,정제,디멘히드리네이트 200밀리그램,디멘히드리네이트 200밀리그램
복합,디멘히드리네이트/스코폴라민브롬화수소산염수화물,용량주의,추어블정(저작정),디멘히드리네이트 80밀리그램/스코폴라민브롬화수소산염수화물 0.5밀리그램,디멘히드리네이트 80밀리그램/스코폴라민브롬화수소산염수화물 0.5밀리그램
복합,디멘히드리네이트/탄산수소나트륨,용량주의,정제,디멘히드리네이트 75밀리그램/탄산수소나트륨 600밀리그램,디멘히드리네이트 75밀리그램/탄산수소나트륨 600밀리그램
복합,디멘히드리네이트/카페인무수물/니코틴산아미드/피리독신염산염,용량주의,시럽,디멘히드리네이트 120밀리그램,디멘히드리네이트 120밀리그램
복합,디멘히드리네이트/카페인무수물/니코틴산아미드/피리독신염산염/스코폴라민브롬화수소산염수화물,용량주의,경구용액제,디멘히드리네이트 70밀리그램,디멘히드리네이트 70밀리그램
복합,디멘히드리네이트/신나리진,용량주의,정제,디멘히드리네이트 200밀리그램/신나리진 100밀리그램,디멘히드리네이트 200밀리그램/신나리진 100밀리그램
복합,디멘히드리네이트/카페인무수물/피리독신염산염,용량주의,"시럽,경구용액제",디멘히드리네이트 150밀리그램/카페인무수물 60밀리그램/피리독신염산염 15밀리그램,디멘히드리네이트 150밀리그램/카페인무수물 60밀리그램/피리독신염산염 15밀리그램
복합,디멘히드리네이트/카페인무수물,용량주의,필름코팅정,디멘히드리네이트 75밀리그램/카페인무수물 90밀리그램,디멘히드리네이트 75밀리그램/카페인무수물 90밀리그램
단일,라베타롤,용량주의,용액주사제,라베타롤염산염 200밀리그램,라베타롤염산염 200밀리그램
단일,라코사미드,용량주의,정제,라코사미드 400밀리그램,라코사미드 400밀리그램
단일,라타노프로스트,용량주의,점안용액제,라타노프로스트 해당 제형으로 1방울,라타노프로스트 해당 제형으로 1방울
복합,라타노프로스트/티몰롤,용량주의,점안용액제,"'라타노프로스트, 티몰롤말레산염' 해당 제형(점안제)으로 1방울","'라타노프로스트, 티몰롤말레산염' 해당 제형(점안제)으로 1방울"
단일,레고라페닙,용량주의,정제,레고라페닙 160밀리그램,레고라페닙 160밀리그램
복합,로베글리타존/메트포르민 염산염,용량주의,서방정,"로베글리타존황산염 0.5밀리그램/메트포르민염산염 2,000밀리그램","로베글리타존황산염 0.5밀리그램/메트포르민염산염 2,000밀리그램"
단일,루피나미드,용량주의,정제,"루미나미드 3,200밀리그램","루미나미드 3,200밀리그램"
단일,리도카인,용량주의,"일반액상분무제,정량액상분무제",리도카인 184밀리그램,리도카인 184밀리그램
단일,리도카인,용량주의,"일반액상분무제,정량액상분무제",리도카인 200밀리그램밀리그램,리도카인 200밀리그램밀리그램
단일,리도카인,용량주의,"겔,크림",리도카인 184그램,리도카인 184그램
단일,리도카인염산염,용량주의,용액주사제,리도카인염산염 300밀리그램,리도카인염산염 300밀리그램
단일,리바록사반,용량주의,정제,리바록사반 20밀리그램,리바록사반 20밀리그램
단일,메노트로핀,용량주의,용액용동결건조분말주사제,메노트로핀에이치피 450아이.유,메노트로핀에이치피 450아이.유
복합,메클리진 염산염수화물/스코폴라민브롬화수소산염수화물,용량주의,산제,메클리진염산염수화물 50밀리그램/스코폴라민브롬화수소산염수화물 0.2밀리그램,메클리진염산염수화물 50밀리그램/스코폴라민브롬화수소산염수화물 0.2밀리그램
복합,메클리진 염산염수화물/카페인무수물/피리독신염산염,용량주의,시럽,메클리진염산염수화물 75밀리그램,메클리진염산염수화물 75밀리그램
복합,메클리진 염산염수화물/카페인무수물/스코폴라민브롬화수소산염수화물,용량주의,"정제,추어블정(저작정)",메클리진염산염수화물 50mg밀리그램,메클리진염산염수화물 50mg밀리그램
단일,메클리진 염산염수화물,용량주의,정제,메클리진염산염수화물 75밀리그램,메클리진염산염수화물 75밀리그램
복합,메클리진 염산염수화물/카페인무수물/스코폴라민브롬화수소산염수화물,용량주의,추어블정(저작정),메클리진염산염수화물 50밀리그램,메클리진염산염수화물 50밀리그램
복합,메클리진 염산염수화물/카페인무수물/클로르페니라민,용량주의,경구용액제,메클리진염산염수화물 75밀리그램,메클리진염산염수화물 75밀리그램
복합,메클리진 염산염수화물/스코폴라민브롬화수소산염수화물,용량주의,추어블정(저작정),메클리진염산염수화물 50밀리그램/스코폴라민브롬화수소산염수화물 0.5밀리그램,메클리진염산염수화물 50밀리그램/스코폴라민브롬화수소산염수화물 0.5밀리그램
단일,미분화 시클레소니드,용량주의,정량현탁분무제,미분화시클레소니드 200마이크로그램,미분화시클레소니드 200마이크로그램
단일,미토테인,용량주의,정제,미토테인 16그램,미토테인 16그램
단일,브렌툭시맙 베도틴,용량주의,용액용동결건조분말주사제,브렌툭시맙베도틴 180밀리그램,브렌툭시맙베도틴 180밀리그램
단일,브리모니딘,용량주의,겔,브리모니딘 3.3밀리그램,브리모니딘 3.3밀리그램
단일,브리모니딘 타르타르산염,용량주의,"점안용액제,피부용겔제",1그램,1그램
복합,비마토프로스트/티몰롤,용량주의,점안용액제,'비마토프로스트/티몰롤말레산염' 해당제형(점안제)으로 1방울,'비마토프로스트/티몰롤말레산염' 해당제형(점안제)으로 1방울
단일,비마토프로스트,용량주의,점안용액제,1방울,1방울
단일,설프로스톤,용량주의,용액용동결건조분말주사제,"설프로스톤 1,500마이크로그램","설프로스톤 1,500마이크로그램"
단일,세프타지딤,용량주의,용액용분말주사제,세프타지딤 9그램,세프타지딤 9그램
단일,시나칼세트,용량주의,정제,시나칼세트 100밀리그램,시나칼세트 100밀리그램
단일,시롤리무스,용량주의,정제,시롤리무스 40밀리그램,시롤리무스 40밀리그램
단일,시메티콘,용량주의,구강붕해필름,시메티콘 500밀리그램,시메티콘 500밀리그램
단일,시프로피브레이트,용량주의,정제,시프로피브레이트 100밀리그램,시프로피브레이트 100밀리그램
단일,아세트산아연,용량주의,캡슐,아연 250밀리그램,아연 250밀리그램
복합,알로글립틴/피오글리타존,용량주의,정제,알로글립틴 25밀리그램/피오글리타존 30밀리그램,알로글립틴 25밀리그램/피오글리타존 30밀리그램
복합,알로글립틴/메트포르민 염산염,용량주의,정제,"알로글립틴 25밀리그램/메트포르민염산염 2,000밀리그램","알로글립틴 25밀리그램/메트포르민염산염 2,000밀리그램"
단일,알테플라제,용량주의,용액용동결건조분말주사제,알테플라제 100밀리그램,알테플라제 100밀리그램
단일,엑시티닙,용량주의,정제,엑시티닙 20밀리그램,엑시티닙 20밀리그램
단일,엔잘루타마이드,용량주의,캡슐,엔잘루타마이드 160밀리그램,엔잘루타마이드 160밀리그램
단일,엘트롬보팍,용량주의,정제,비고 참고밀리그램,비고 참고밀리그램
단일,요오드화칼륨,용량주의,정제,130밀리그램,130밀리그램
단일,이그라티모드,용량주의,정제,50밀리그램,50밀리그램
단일,이바브라딘,용량주의,정제,15밀리그램,15밀리그램
단일,인다카테롤,용량주의,"흡입제, 미분류",300마이크로그램,300마이크로그램
복합,인다카테롤/글리코피로니움,용량주의,"정량흡입제, 분말제",110마이크로그램,110마이크로그램
단일,카베르골린,용량주의,정제,3밀리그램,3밀리그램
단일,칼시포트리올,용량주의,피부연고제,"1주 100g (1일 약 15g, Calcipotriol1일 약 750㎍)","1주 100g (1일 약 15g, Calcipotriol1일 약 750㎍)"
단일,칼시포트리올,용량주의,피부액제,1주 60ml (Calcipotriol로 1주 3mg),1주 60ml (Calcipotriol로 1주 3mg)
복합,칼시포트리올/베타메타손,용량주의,"피부연고제,피부용겔제,포말에어로솔",15g (Calcipotriol로 750㎍),15g (Calcipotriol로 750㎍)
복합,클라불란산 칼륨/티카실린 나트륨,용량주의,용액용분말주사제,1.2/18그램,1.2/18그램
단일,클로베타손 부티레이트,용량주의,"연고,크림","""1주 100g(Clobetasone butyrate로 1주 50mg)""","""1주 100g(Clobetasone butyrate로 1주 50mg)"""
단일,클로베타솔 프로피오네이트,용량주의,일반액상분무제,"""1주 50g(60mL) (Clobetasol propionate로 1주 25mg)""","""1주 50g(60mL) (Clobetasol propionate로 1주 25mg)"""
단일,클로베타솔 프로피오네이트,용량주의,"연고,크림,샴푸,피부로션제,피부현탁액제",1주 50g (50ml) (Clobetasol propionate로 1주 25mg)그램,1주 50g (50ml) (Clobetasol propionate로 1주 25mg)그램
단일,타칼시톨,용량주의,"피부연고제,피부로션제,피부크림제",Tacalcitol로 200㎍,Tacalcitol로 200㎍
복합,타플루프로스트/티몰롤,용량주의,점안용액제,1방울,1방울
단일,타플루프로스트,용량주의,점안용액제,1방울,1방울
단일,테를리프레신,용량주의,"용액주사제,용액용동결건조분말주사제",12밀리그램,12밀리그램
단일,테트라데실,용량주의,용액주사제,300밀리그램,300밀리그램
단일,토수플록사신토실산염수화물,용량주의,정제,600밀리그램,600밀리그램
단일,토실리주맙,용량주의,용액주사제,800밀리그램,800밀리그램
단일,토실리주맙,용량주의,용액주사제,800밀리그램,800밀리그램
단일,톨밥탄,용량주의,정제,120밀리그램,120밀리그램
단일,트라보프로스트,용량주의,점안용액제,1방울,1방울
복합,트라보프로스트/티몰롤,용량주의,점안용액제,1방울,1방울
단일,트라페르민,용량주의,일반액상분무제,1000마이크로그램,1000마이크로그램
복합,트리프롤리딘/슈도에페드린/덱스트로메토르판,용량주의,엘릭서제,10밀리그램,10밀리그램
단일,티오트로피움,용량주의,"정량흡입제, 분말제",18마이크로그램,18마이크로그램
단일,티오트로피움,용량주의,"정량흡입제, 용액제",5마이크로그램,5마이크로그램
